transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check
TXN_204844,CUST_156,Yes,326,92390,Web,2025-08-02 10:31:44,0,Transfer,Urban,USD,58120,5,0,7
TXN_204845,CUST_674,Yes,1078,5019,Mobile,2025-08-02 12:26:32,0,Transfer,Urban,USD,164400,0,0,19
TXN_204846,CUST_349,Yes,1531,6006,Web,2025-08-12 23:16:27,0,Transfer,Urban,USD,126770,4,0,8
TXN_204847,CUST_259,Yes,1054,14318,Web,2025-08-22 13:14:09,0,Transfer,Urban,USD,158061,1,0,11
TXN_204848,CUST_658,Yes,1219,8001,Mobile,2025-08-13 08:52:38,0,Transfer,Urban,USD,14887,1,0,5
TXN_204849,CUST_441,Yes,817,17491,Web,2025-08-03 09:15:41,0,Transfer,Urban,USD,69963,1,1,16
TXN_204850,CUST_279,No,1541,265877,Web,2025-08-11 12:01:21,0,Transfer,Urban,USD,134163,2,1,3
TXN_204851,CUST_770,No,575,2243,ATM,2025-08-21 23:30:00,0,Transfer,Urban,USD,180088,4,0,1
TXN_204852,CUST_638,Yes,2807,56718,Web,2025-08-16 02:33:17,0,Transfer,Urban,USD,92183,0,0,10
TXN_204853,CUST_584,Yes,2036,4162,Mobile,2025-08-09 20:36:32,1,Transfer,Urban,USD,62561,1,1,10
TXN_204854,CUST_300,Yes,2601,6032,Mobile,2025-08-01 12:57:05,0,Transfer,Urban,USD,198308,4,0,16
TXN_204855,CUST_664,Yes,2956,4050,Mobile,2025-08-14 18:55:20,0,Transfer,Urban,USD,81757,5,0,11
TXN_204856,CUST_588,Yes,78,8813,Mobile,2025-08-01 03:07:20,0,Transfer,Urban,USD,62253,0,0,19
TXN_204857,CUST_690,Yes,1025,4550,Web,2025-08-06 08:22:54,0,Transfer,Urban,USD,85274,2,1,13
TXN_204858,CUST_671,Yes,886,14682,ATM,2025-08-14 01:03:32,0,Transfer,Urban,USD,142659,3,0,15
TXN_204859,CUST_304,No,2921,5064,POS,2025-08-24 17:33:25,0,Transfer,Urban,USD,162388,0,0,10
TXN_204860,CUST_280,Yes,47,22659,Web,2025-08-07 21:36:44,0,Transfer,Urban,USD,23908,5,0,4
TXN_204861,CUST_633,Yes,1795,7318,Web,2025-08-22 21:07:42,0,Transfer,Urban,USD,124616,0,0,19
TXN_204862,CUST_371,Yes,813,16505,POS,2025-08-09 22:38:45,0,Transfer,Urban,USD,131708,0,0,15
TXN_204863,CUST_380,Yes,909,75801,Web,2025-08-13 06:32:10,0,Transfer,Urban,USD,17913,3,1,6
TXN_204864,CUST_660,Yes,1460,218702,Web,2025-08-02 12:01:45,0,Transfer,Urban,USD,114150,1,0,17
TXN_204865,CUST_301,Yes,2130,9406,Mobile,2025-08-12 05:18:17,0,Transfer,Urban,USD,60000,5,0,13
TXN_204866,CUST_744,Yes,2919,7504,Mobile,2025-08-10 15:23:02,0,Transfer,Urban,USD,85014,3,1,17
TXN_204867,CUST_116,Yes,1646,5524,Mobile,2025-08-23 00:23:52,0,Transfer,Urban,USD,56858,0,0,15
TXN_204868,CUST_699,Yes,2444,48011,ATM,2025-08-20 02:26:50,0,Transfer,Urban,USD,66697,5,0,7
TXN_204869,CUST_749,Yes,45,17120,Web,2025-08-12 14:15:53,0,Transfer,Urban,USD,164426,2,0,11
TXN_204870,CUST_413,Yes,1117,8721,Mobile,2025-08-20 12:53:57,0,Transfer,Urban,USD,76740,0,0,18
TXN_204871,CUST_508,Yes,1833,56102,Mobile,2025-08-08 00:08:50,0,Transfer,Urban,USD,16822,2,0,19
TXN_204872,CUST_418,Yes,2114,6299,Mobile,2025-08-17 23:17:28,0,Transfer,Urban,USD,113553,4,1,8
TXN_204873,CUST_474,Yes,1561,15821,ATM,2025-08-22 02:59:06,0,Transfer,Urban,USD,7468,2,0,18
TXN_204874,CUST_531,No,113,10220,POS,2025-08-17 20:01:58,0,Transfer,Urban,USD,28018,0,0,10
TXN_204875,CUST_231,Yes,2594,194302,Web,2025-08-18 08:26:07,0,Transfer,Urban,USD,52425,3,0,18
TXN_204876,CUST_495,No,1550,211699,Mobile,2025-08-08 17:33:36,0,Transfer,Urban,USD,191420,0,0,17
TXN_204877,CUST_540,Yes,2362,13422,Web,2025-08-02 17:08:11,0,Transfer,Urban,USD,112400,0,0,9
TXN_204878,CUST_403,Yes,553,4820,Mobile,2025-08-06 21:24:40,0,Transfer,Urban,USD,93922,4,0,3
TXN_204879,CUST_760,Yes,441,7320,POS,2025-08-15 15:00:35,0,Transfer,Urban,USD,2200,1,0,15
TXN_204880,CUST_606,Yes,2879,12453,Mobile,2025-08-02 05:06:46,0,Transfer,Urban,USD,94282,0,0,12
TXN_204881,CUST_478,Yes,983,4533,Web,2025-08-16 16:47:18,0,Transfer,Urban,USD,23699,4,0,17
TXN_204882,CUST_683,Yes,2655,6621,Mobile,2025-08-02 11:01:04,0,Transfer,Urban,USD,176161,3,0,6
TXN_204883,CUST_111,Yes,2362,205416,Mobile,2025-08-25 15:55:47,0,Transfer,Urban,USD,163687,4,0,9
TXN_204884,CUST_628,Yes,479,5400,ATM,2025-08-22 02:50:39,0,Transfer,Urban,USD,193506,4,0,10
TXN_204885,CUST_184,Yes,2874,6926,Web,2025-08-17 07:02:36,0,Transfer,Urban,USD,185888,2,0,3
TXN_204886,CUST_597,Yes,2400,4884,Web,2025-08-11 02:40:19,0,Transfer,Urban,USD,6020,1,0,6
TXN_204887,CUST_519,Yes,2415,2312,Web,2025-08-05 07:59:54,1,Transfer,Urban,USD,110314,1,0,13
TXN_204888,CUST_528,Yes,2094,16359,Mobile,2025-08-01 14:27:23,0,Transfer,Urban,USD,168027,5,0,14
TXN_204889,CUST_683,Yes,2962,6891,Mobile,2025-08-05 11:54:29,0,Transfer,Urban,USD,123864,3,0,4
TXN_204890,CUST_450,Yes,1416,193370,Web,2025-08-23 06:50:41,1,Transfer,Urban,USD,173177,5,0,10
TXN_204891,CUST_612,Yes,836,15144,Mobile,2025-08-09 03:23:35,0,Transfer,Urban,USD,15455,4,0,19
TXN_204892,CUST_681,Yes,2025,6526,ATM,2025-08-20 15:47:48,0,Transfer,Urban,USD,175621,3,1,16
TXN_204893,CUST_713,Yes,2304,3142,Mobile,2025-08-11 11:44:53,0,Transfer,Urban,USD,145489,3,0,7
TXN_204894,CUST_149,Yes,14,27142,Web,2025-08-22 22:15:09,0,Transfer,Urban,USD,65425,1,0,5
TXN_204895,CUST_490,Yes,1551,14249,Mobile,2025-08-15 16:05:58,0,Transfer,Urban,USD,107716,1,0,12
TXN_204896,CUST_127,Yes,2497,8916,ATM,2025-08-04 17:22:34,0,Transfer,Urban,USD,70769,1,0,15
TXN_204897,CUST_355,Yes,753,16835,Mobile,2025-08-24 06:25:02,0,Transfer,Urban,USD,162526,0,0,1
TXN_204898,CUST_696,Yes,2466,8743,Web,2025-08-11 15:32:49,0,Transfer,Urban,USD,41958,4,0,6
TXN_204899,CUST_541,Yes,106,1054,Mobile,2025-08-22 22:16:01,0,Transfer,Urban,USD,89537,3,0,19
TXN_204900,CUST_100,Yes,335,9592,Web,2025-08-07 03:30:33,0,Transfer,Urban,USD,152685,4,0,5
TXN_204901,CUST_673,No,2049,10038,ATM,2025-08-14 18:38:50,0,Transfer,Urban,USD,100477,3,0,9
TXN_204902,CUST_704,Yes,458,6069,POS,2025-08-11 02:59:21,0,Transfer,Urban,USD,44439,3,0,7
TXN_204903,CUST_789,Yes,2920,5358,POS,2025-08-15 08:56:33,0,Transfer,Urban,USD,29845,5,0,9
TXN_204904,CUST_251,Yes,2909,7950,Web,2025-08-20 12:14:18,1,Transfer,Urban,USD,177885,3,0,16
TXN_204905,CUST_523,Yes,1031,11240,Mobile,2025-08-02 10:25:30,0,Transfer,Urban,USD,110607,3,0,5
TXN_204906,CUST_588,Yes,127,4860,Mobile,2025-08-22 00:32:24,0,Transfer,Urban,USD,122366,2,0,10
TXN_204907,CUST_325,Yes,2773,11232,Mobile,2025-08-21 06:16:21,0,Transfer,Urban,USD,69666,2,0,15
TXN_204908,CUST_251,Yes,2630,6003,Web,2025-08-04 00:37:16,0,Transfer,Urban,USD,179433,5,0,15
TXN_204909,CUST_594,Yes,504,4453,Web,2025-08-09 12:29:22,0,Transfer,Urban,USD,97906,0,0,13
TXN_204910,CUST_388,Yes,1619,7366,ATM,2025-08-01 15:03:52,0,Transfer,Urban,USD,49798,1,0,18
TXN_204911,CUST_630,Yes,772,6161,Web,2025-08-11 08:33:27,0,Transfer,Urban,USD,178793,3,0,7
TXN_204912,CUST_197,Yes,87,4810,Web,2025-08-10 07:07:35,0,Transfer,Urban,USD,45442,4,0,8
TXN_204913,CUST_711,Yes,444,9871,Mobile,2025-08-01 17:55:23,0,Transfer,Urban,USD,3953,2,0,8
TXN_204914,CUST_303,Yes,1600,10713,Mobile,2025-08-06 01:08:32,0,Transfer,Urban,USD,103311,1,0,11
TXN_204915,CUST_241,Yes,1098,6820,Mobile,2025-08-10 08:12:40,0,Transfer,Urban,USD,55435,0,1,9
TXN_204916,CUST_368,Yes,62,7560,POS,2025-08-01 16:03:02,0,Transfer,Urban,USD,122939,1,0,6
TXN_204917,CUST_410,Yes,357,4821,POS,2025-08-01 18:17:12,0,Transfer,Urban,USD,174942,3,0,2
TXN_204918,CUST_158,Yes,818,7070,POS,2025-08-20 19:03:48,1,Transfer,Urban,USD,8828,1,0,5
TXN_204919,CUST_202,Yes,1588,111386,Mobile,2025-08-12 04:05:53,0,Transfer,Urban,USD,16034,3,0,4
TXN_204920,CUST_648,Yes,823,22993,POS,2025-08-21 13:17:21,0,Transfer,Urban,USD,85780,5,0,15
TXN_204921,CUST_723,Yes,2425,36286,Mobile,2025-08-12 05:55:36,0,Transfer,Urban,USD,36820,2,0,7
TXN_204922,CUST_475,Yes,1834,11844,Mobile,2025-08-19 09:41:18,0,Transfer,Urban,USD,49670,2,0,1
TXN_204923,CUST_690,Yes,1002,20897,POS,2025-08-11 18:56:54,0,Transfer,Urban,USD,101046,3,0,19
TXN_204924,CUST_170,Yes,209,19869,Web,2025-08-19 15:57:51,0,Transfer,Urban,USD,80701,4,0,18
TXN_204925,CUST_607,Yes,175,23361,Mobile,2025-08-22 13:22:49,0,Transfer,Urban,USD,9140,2,0,2
TXN_204926,CUST_648,Yes,1417,11363,Mobile,2025-08-17 12:41:48,0,Transfer,Urban,USD,161621,4,1,13
TXN_204927,CUST_377,Yes,1649,70451,Web,2025-08-01 13:43:59,0,Transfer,Urban,USD,137190,3,0,14
TXN_204928,CUST_362,Yes,861,4745,ATM,2025-08-16 20:50:04,0,Transfer,Urban,USD,187625,5,0,3
TXN_204929,CUST_710,Yes,2083,213471,Mobile,2025-08-02 03:34:49,0,Transfer,Urban,USD,133492,3,0,16
TXN_204930,CUST_489,Yes,439,13149,Mobile,2025-08-13 09:01:50,0,Transfer,Urban,USD,44437,5,1,14
TXN_204931,CUST_744,Yes,1821,9008,ATM,2025-08-20 17:34:00,0,Transfer,Urban,USD,143779,2,1,15
TXN_204932,CUST_134,Yes,587,10448,Mobile,2025-08-02 13:55:36,0,Transfer,Urban,USD,197346,4,0,3
TXN_204933,CUST_258,Yes,1543,91887,Web,2025-08-09 04:01:06,0,Transfer,Urban,USD,164544,3,0,2
TXN_204934,CUST_237,Yes,2282,7884,Mobile,2025-08-05 15:44:41,0,Transfer,Urban,USD,142371,2,0,3
TXN_204935,CUST_675,No,81,5350,Mobile,2025-08-21 00:13:16,0,Transfer,Urban,USD,160488,5,0,9
TXN_204936,CUST_318,Yes,641,20075,Web,2025-08-11 00:02:21,0,Transfer,Urban,USD,70963,3,0,8
TXN_204937,CUST_292,No,2942,6258,Mobile,2025-08-09 17:32:03,0,Transfer,Urban,USD,94000,5,0,19
TXN_204938,CUST_593,Yes,2862,16003,Web,2025-08-02 08:09:45,0,Transfer,Urban,USD,37658,1,0,15
TXN_204939,CUST_793,Yes,1686,4284,Mobile,2025-08-04 00:26:53,0,Transfer,Urban,USD,85107,5,0,12
TXN_204940,CUST_746,No,134,269564,Mobile,2025-08-18 14:34:11,0,Transfer,Urban,USD,120139,1,0,14
TXN_204941,CUST_417,Yes,869,14583,Web,2025-08-08 04:56:22,0,Transfer,Urban,USD,72196,2,0,18
TXN_204942,CUST_622,Yes,670,6065,Web,2025-08-02 09:43:22,0,Transfer,Urban,USD,62010,3,0,2
TXN_204943,CUST_381,Yes,2876,8857,Web,2025-08-23 03:20:57,0,Transfer,Urban,USD,120576,2,1,11
TXN_204944,CUST_672,Yes,2383,273227,POS,2025-08-13 07:25:33,0,Transfer,Urban,USD,59192,0,0,1
TXN_204945,CUST_412,Yes,1259,49191,Mobile,2025-08-05 08:02:19,0,Transfer,Urban,USD,131341,5,1,19
TXN_204946,CUST_166,Yes,25,21223,ATM,2025-08-19 18:56:25,0,Transfer,Urban,USD,193316,2,0,14
TXN_204947,CUST_111,Yes,206,11584,Web,2025-08-24 04:46:54,0,Transfer,Urban,USD,16310,2,0,9
TXN_204948,CUST_634,Yes,1188,7003,ATM,2025-08-01 12:11:12,0,Transfer,Urban,USD,136698,1,0,3
TXN_204949,CUST_781,Yes,228,247696,POS,2025-08-21 00:45:53,0,Transfer,Urban,USD,161581,5,0,14
TXN_204950,CUST_432,Yes,1311,5309,POS,2025-08-21 16:47:49,0,Transfer,Urban,USD,112218,1,0,3
TXN_204951,CUST_496,No,2692,7584,Web,2025-08-23 17:41:45,0,Transfer,Urban,USD,91432,3,0,4
TXN_204952,CUST_372,No,749,24469,ATM,2025-08-12 23:20:15,0,Transfer,Urban,USD,692,2,1,2
TXN_204953,CUST_423,Yes,2485,4411,Mobile,2025-08-13 04:40:56,0,Transfer,Urban,USD,36913,5,0,2
TXN_204954,CUST_213,Yes,1527,11054,Mobile,2025-08-18 17:54:42,0,Transfer,Urban,USD,144388,2,0,15
TXN_204955,CUST_579,Yes,1727,7233,Web,2025-08-06 19:59:31,0,Transfer,Urban,USD,39582,3,0,13
TXN_204956,CUST_744,No,82,8721,Web,2025-08-06 07:24:59,0,Transfer,Urban,USD,65548,4,0,11
TXN_204957,CUST_438,No,577,5092,Mobile,2025-08-24 08:15:08,0,Transfer,Urban,USD,123630,3,0,14
TXN_204958,CUST_358,Yes,423,4007,ATM,2025-08-09 02:16:58,0,Transfer,Urban,USD,51440,1,0,17
TXN_204959,CUST_265,No,2509,6926,Mobile,2025-08-05 03:15:07,0,Transfer,Urban,USD,163702,1,0,15
TXN_204960,CUST_235,Yes,859,4670,Mobile,2025-08-13 14:22:20,0,Transfer,Urban,USD,40642,2,0,14
TXN_204961,CUST_702,Yes,2228,10748,Web,2025-08-24 01:59:01,0,Transfer,Urban,USD,36968,1,0,19
TXN_204962,CUST_208,Yes,2949,298669,POS,2025-08-04 13:58:16,0,Transfer,Urban,USD,162270,5,0,2
TXN_204963,CUST_373,Yes,2261,4070,Mobile,2025-08-22 02:02:52,0,Transfer,Urban,USD,142227,3,0,4
TXN_204964,CUST_105,Yes,1096,240538,Web,2025-08-18 04:28:54,0,Transfer,Urban,USD,179469,2,0,8
TXN_204965,CUST_421,Yes,884,29023,Mobile,2025-08-07 22:01:51,0,Transfer,Urban,USD,161647,3,1,12
TXN_204966,CUST_362,Yes,567,4358,Web,2025-08-19 08:14:19,0,Transfer,Urban,USD,140931,3,0,13
TXN_204967,CUST_427,Yes,2078,6606,Mobile,2025-08-01 16:13:58,0,Transfer,Urban,USD,129548,2,0,18
TXN_204968,CUST_281,Yes,1997,15253,Mobile,2025-08-20 03:58:37,0,Transfer,Urban,USD,42556,4,1,17
TXN_204969,CUST_474,Yes,1884,161882,Mobile,2025-08-20 00:28:19,0,Transfer,Urban,USD,52331,1,0,13
TXN_204970,CUST_669,No,834,215842,Web,2025-08-03 17:16:23,0,Transfer,Urban,USD,59691,0,0,12
TXN_204971,CUST_453,No,2951,4046,Web,2025-08-17 12:56:27,0,Transfer,Urban,USD,122448,0,0,7
TXN_204972,CUST_217,Yes,1709,4886,Web,2025-08-07 19:24:33,0,Transfer,Urban,USD,164844,0,0,16
TXN_204973,CUST_157,No,2347,111687,Web,2025-08-21 11:49:22,1,Transfer,Urban,USD,108617,1,0,14
TXN_204974,CUST_472,Yes,2854,239079,Mobile,2025-08-25 00:15:43,0,Transfer,Urban,USD,15171,4,0,5
TXN_204975,CUST_725,Yes,2723,4482,Web,2025-08-20 01:21:24,0,Transfer,Urban,USD,27548,3,0,11
TXN_204976,CUST_711,Yes,2887,2484,ATM,2025-08-22 07:15:57,0,Transfer,Urban,USD,26463,2,0,8
TXN_204977,CUST_351,Yes,2279,41511,Web,2025-08-22 06:29:45,0,Transfer,Urban,USD,44454,4,0,9
TXN_204978,CUST_782,Yes,1114,29380,Mobile,2025-08-15 03:19:30,0,Transfer,Urban,USD,95930,0,0,18
TXN_204979,CUST_119,Yes,2206,280901,Mobile,2025-08-03 04:45:27,1,Transfer,Urban,USD,1217,5,0,8
TXN_204980,CUST_111,Yes,2842,3110,POS,2025-08-18 09:00:52,0,Transfer,Urban,USD,12176,1,0,7
TXN_204981,CUST_290,No,2444,7716,Web,2025-08-13 01:54:09,0,Transfer,Urban,USD,136006,1,0,8
TXN_204982,CUST_664,No,84,7569,Mobile,2025-08-07 04:04:06,0,Transfer,Urban,USD,181382,2,0,15
TXN_204983,CUST_740,Yes,2594,86360,Web,2025-08-03 18:01:19,0,Transfer,Urban,USD,119196,5,0,19
TXN_204984,CUST_267,Yes,2394,4497,Web,2025-08-11 21:20:53,0,Transfer,Urban,USD,131330,3,0,4
TXN_204985,CUST_493,Yes,389,7021,ATM,2025-08-04 09:18:57,0,Transfer,Urban,USD,5494,4,0,7
TXN_204986,CUST_235,Yes,643,124903,POS,2025-08-22 08:22:30,0,Transfer,Urban,USD,4734,5,0,4
TXN_204987,CUST_498,Yes,1720,16240,Web,2025-08-12 11:50:35,1,Transfer,Urban,USD,69800,4,0,15
TXN_204988,CUST_782,Yes,108,6344,Web,2025-08-09 20:32:23,0,Transfer,Urban,USD,44449,4,0,2
TXN_204989,CUST_189,No,1374,223673,Mobile,2025-08-15 01:00:23,0,Transfer,Urban,USD,37905,3,0,12
TXN_204990,CUST_224,Yes,1134,24507,Web,2025-08-23 19:48:01,0,Transfer,Urban,USD,35372,3,0,6
TXN_204991,CUST_540,Yes,1466,118442,Web,2025-08-08 00:54:25,0,Transfer,Urban,USD,42715,3,0,6
TXN_204992,CUST_115,Yes,1081,11068,POS,2025-08-04 01:23:07,0,Transfer,Urban,USD,23685,2,0,14
TXN_204993,CUST_550,No,2443,7355,Web,2025-08-17 05:00:01,0,Transfer,Urban,USD,175014,1,0,6
TXN_204994,CUST_300,Yes,2581,54755,Mobile,2025-08-07 22:28:26,0,Transfer,Urban,USD,183331,0,0,1
TXN_204995,CUST_524,Yes,63,5308,ATM,2025-08-01 23:36:52,0,Transfer,Urban,USD,41653,3,0,6
TXN_204996,CUST_776,Yes,542,22337,POS,2025-08-17 00:14:10,0,Transfer,Urban,USD,78035,1,0,18
TXN_204997,CUST_347,Yes,483,7547,Mobile,2025-08-25 12:58:46,0,Transfer,Urban,USD,134153,3,1,16
TXN_204998,CUST_452,Yes,2846,7803,Mobile,2025-08-10 10:20:19,0,Transfer,Urban,USD,52217,0,0,1
TXN_204999,CUST_641,No,2769,4028,Mobile,2025-08-06 09:18:59,0,Transfer,Urban,USD,3263,5,0,19
TXN_205000,CUST_1217,Yes,2446,284158,Mobile,2025-08-04 09:49:13,0,Withdrawal,Rural,USD,93410,3,0,18
TXN_205001,CUST_329,No,3762,122582,Online,2025-02-02 13:10:14,0,Purchase,Rural,EUR,55980,1,0,2
TXN_205002,CUST_1150,Yes,3938,167465,Online,2025-02-03 00:19:09,0,Purchase,Rural,INR,170331,2,0,19
TXN_205003,CUST_1287,Yes,1014,201613,Online,2025-01-13 02:08:54,0,Purchase,Rural,USD,118594,5,0,17
TXN_205004,CUST_821,Yes,3300,26676,Online,2025-01-29 03:20:51,1,Withdrawal,Urban,INR,156879,5,0,18
TXN_205005,CUST_615,No,1347,188600,ATM,2025-09-12 08:22:48,0,Withdrawal,Urban,USD,11564,5,0,4
TXN_205006,CUST_994,Yes,3813,490780,ATM,2025-08-30 06:26:47,0,Withdrawal,Urban,INR,77348,0,0,18
TXN_205007,CUST_1945,Yes,3898,298758,Online,2025-06-11 12:18:38,0,Deposit,Rural,INR,38048,1,1,5
TXN_205008,CUST_702,Yes,690,193831,POS,2025-02-13 02:52:33,1,Transfer,Suburban,INR,168517,4,0,12
TXN_205009,CUST_1131,Yes,2282,188089,Mobile,2025-08-02 21:01:16,0,Transfer,Rural,EUR,179509,4,0,15
TXN_205010,CUST_430,Yes,1601,15809,Mobile,2025-04-02 08:51:53,0,Deposit,Suburban,EUR,6976,4,0,15
TXN_205011,CUST_1766,Yes,2315,91407,Online,2025-04-29 23:46:18,0,Deposit,Suburban,INR,183328,2,0,3
TXN_205012,CUST_922,Yes,136,189615,Mobile,2025-08-31 10:02:59,0,Transfer,Urban,USD,90601,3,0,3
TXN_205013,CUST_781,No,3208,18501,ATM,2025-08-13 22:49:27,0,Transfer,Rural,USD,2882,3,0,11
TXN_205014,CUST_303,No,2370,23485,Online,2025-09-01 13:20:45,0,Transfer,Urban,EUR,181255,3,0,14
TXN_205015,CUST_1162,Yes,3555,458406,Mobile,2025-05-17 00:43:29,1,Transfer,Urban,USD,176848,2,0,7
TXN_205016,CUST_1420,No,1959,222824,ATM,2025-06-03 12:02:10,0,Withdrawal,Rural,USD,164974,4,0,18
TXN_205017,CUST_1913,Yes,1414,168043,Online,2025-05-15 12:32:06,0,Deposit,Rural,USD,158518,5,0,6
TXN_205018,CUST_524,Yes,695,150305,Mobile,2025-03-20 19:41:43,0,Withdrawal,Suburban,USD,80198,3,0,6
TXN_205019,CUST_1995,Yes,3689,348960,Online,2025-04-03 11:11:01,0,Deposit,Rural,USD,153907,5,0,11
TXN_205020,CUST_961,Yes,3234,424597,POS,2025-02-16 04:09:23,0,Purchase,Suburban,INR,45595,5,0,3
TXN_205021,CUST_737,Yes,2376,307166,POS,2025-01-26 00:38:37,0,Withdrawal,Rural,EUR,130474,2,0,14
TXN_205022,CUST_1824,No,2675,201192,Mobile,2025-06-18 17:44:22,0,Deposit,Suburban,INR,27697,2,0,12
TXN_205023,CUST_576,Yes,1775,244342,Mobile,2025-04-03 02:37:00,0,Purchase,Urban,EUR,128119,1,0,14
TXN_205024,CUST_528,Yes,3442,27819,POS,2025-04-11 12:31:23,0,Transfer,Urban,INR,22510,3,0,15
TXN_205025,CUST_682,Yes,901,1889,Online,2025-02-25 23:26:25,1,Purchase,Rural,USD,155695,4,0,9
TXN_205026,CUST_1252,Yes,3816,121523,Online,2025-05-04 07:12:42,0,Transfer,Urban,EUR,88423,0,0,19
TXN_205027,CUST_1328,No,76,184885,Mobile,2025-04-20 21:27:04,0,Purchase,Rural,EUR,134462,2,0,12
TXN_205028,CUST_1205,Yes,1784,219418,ATM,2025-04-07 16:06:36,0,Withdrawal,Rural,USD,131026,5,1,7
TXN_205029,CUST_1857,Yes,1636,61194,ATM,2025-03-04 07:23:35,0,Withdrawal,Rural,INR,109662,1,0,17
TXN_205030,CUST_587,Yes,621,413713,Online,2025-06-02 16:38:44,0,Deposit,Rural,INR,121427,0,0,14
TXN_205031,CUST_1791,No,568,377243,Mobile,2025-06-08 04:10:32,0,Deposit,Urban,INR,8526,2,0,15
TXN_205032,CUST_1906,Yes,3967,160954,POS,2025-06-11 07:53:10,0,Deposit,Rural,INR,65425,1,1,14
TXN_205033,CUST_440,Yes,379,417575,Online,2025-02-15 13:28:25,0,Transfer,Suburban,INR,69342,5,0,19
TXN_205034,CUST_1801,Yes,2522,493745,POS,2025-05-17 11:14:24,0,Withdrawal,Rural,INR,34165,3,0,19
TXN_205035,CUST_1438,Yes,2292,293243,ATM,2025-06-24 00:20:46,0,Transfer,Urban,INR,9777,1,0,14
TXN_205036,CUST_1494,Yes,2253,76686,ATM,2025-08-24 15:05:39,0,Withdrawal,Urban,USD,173811,2,1,8
TXN_205037,CUST_557,Yes,1212,125226,POS,2025-02-13 06:40:20,0,Withdrawal,Urban,USD,179236,3,0,13
TXN_205038,CUST_699,No,112,360443,Mobile,2025-04-29 10:05:56,0,Transfer,Suburban,EUR,48508,5,1,4
TXN_205039,CUST_413,Yes,2829,488217,ATM,2025-06-14 10:47:15,0,Withdrawal,Urban,USD,15183,4,0,12
TXN_205040,CUST_1334,Yes,982,390422,ATM,2025-02-18 12:47:42,0,Deposit,Suburban,USD,132242,1,1,1
TXN_205041,CUST_1210,Yes,1252,311347,Online,2025-05-08 21:38:10,0,Deposit,Rural,USD,149461,0,0,5
TXN_205042,CUST_572,Yes,2269,52251,ATM,2025-05-19 07:20:53,0,Purchase,Rural,INR,187184,5,0,4
TXN_205043,CUST_1628,Yes,3646,261941,POS,2025-02-02 03:36:30,0,Transfer,Rural,INR,176107,3,0,16
TXN_205044,CUST_560,No,1172,354870,ATM,2025-05-16 22:43:56,0,Deposit,Urban,EUR,79042,5,0,19
TXN_205045,CUST_1873,Yes,3794,252863,ATM,2025-05-30 13:21:03,0,Purchase,Urban,EUR,54819,3,0,19
TXN_205046,CUST_1935,Yes,449,128356,Mobile,2025-03-17 18:03:44,0,Purchase,Rural,USD,92567,5,0,3
TXN_205047,CUST_995,No,3619,2461,ATM,2025-04-10 21:14:53,0,Purchase,Urban,USD,153211,4,0,16
TXN_205048,CUST_1976,Yes,1308,88202,ATM,2025-06-02 23:16:12,0,Withdrawal,Suburban,USD,196284,1,1,7
TXN_205049,CUST_315,Yes,1099,483572,ATM,2025-01-31 19:55:07,0,Purchase,Suburban,EUR,148205,0,0,5
TXN_205050,CUST_1125,Yes,3786,65481,POS,2025-08-20 20:37:50,0,Deposit,Urban,EUR,166232,4,0,1
TXN_205051,CUST_960,Yes,1056,120412,ATM,2025-09-08 05:33:07,0,Withdrawal,Suburban,USD,69475,1,0,11
TXN_205052,CUST_1929,Yes,2993,31840,Mobile,2025-08-09 05:46:56,0,Transfer,Urban,EUR,163744,0,0,17
TXN_205053,CUST_639,Yes,1584,478760,Mobile,2025-07-09 18:43:01,0,Purchase,Rural,EUR,190769,5,0,12
TXN_205054,CUST_1607,Yes,3263,490570,ATM,2025-01-03 12:41:37,0,Purchase,Suburban,INR,101658,0,0,18
TXN_205055,CUST_675,Yes,1804,376020,ATM,2025-02-11 14:42:22,0,Transfer,Urban,INR,190419,2,0,2
TXN_205056,CUST_1471,Yes,97,132854,Online,2025-04-17 03:13:43,0,Purchase,Suburban,EUR,12077,0,0,10
TXN_205057,CUST_1614,Yes,2679,398684,Mobile,2025-01-21 23:52:12,0,Transfer,Urban,USD,77799,1,1,19
TXN_205058,CUST_397,Yes,844,132852,Online,2025-06-19 15:30:25,0,Withdrawal,Rural,EUR,20676,4,0,16
TXN_205059,CUST_214,No,2493,137380,Online,2025-07-10 22:00:47,0,Deposit,Suburban,INR,175958,4,0,8
TXN_205060,CUST_431,Yes,925,390030,POS,2025-04-04 14:19:03,0,Purchase,Urban,INR,64472,2,0,2
TXN_205061,CUST_554,Yes,471,417717,POS,2025-06-10 08:51:31,1,Withdrawal,Urban,EUR,120518,1,0,5
TXN_205062,CUST_1784,Yes,923,40012,Mobile,2025-01-11 14:51:49,1,Transfer,Rural,EUR,172575,0,0,4
TXN_205063,CUST_259,Yes,826,188855,ATM,2025-08-19 18:52:04,0,Purchase,Rural,USD,20496,2,0,4
TXN_205064,CUST_249,Yes,1137,346413,Mobile,2025-07-21 07:01:21,0,Withdrawal,Rural,USD,101422,5,0,1
